Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1000335,0000044C,FALSE,Rx,0,8,F1,FE,FF,8F,58,2,5,20
1000336,000005C0,FALSE,Rx,0,8,8,0,0,A6,21,0,8,87
1000337,280,FALSE,Rx,0,8,40,0B,0,0,11,0,0C,11
1000338,284,FALSE,Rx,0,6,0E,0E,0,0,0,0,0,0
1000339,288,FALSE,Rx,0,8,E8,BA,0,0,0,7B,18,6
1000340,380,FALSE,Rx,0,8,0,7D,0,0,0,0,0,15
1000341,480,FALSE,Rx,0,8,C0,20,96,8B,19,88,10,7C
1000342,488,FALSE,Rx,0,8,81,11,11,7F,FE,0,0,0
1000343,0000048A,FALSE,Rx,0,8,E2,0,0,2,0,0,0,E0
1000344,588,FALSE,Rx,0,8,E8,0,7F,0,0,0,0,8B
1000345,440,FALSE,Rx,0,8,20,0,0,FE,7F,1,2C,0
1000346,540,FALSE,Rx,0,8,50,0,FF,0,FF,0,2,0
1000347,50,FALSE,Rx,0,4,0,A5,88,2D,0,0,0,0
1000348,000000AE,FALSE,Rx,0,8,B0,B1,0,0,0,0,1,0
1000349,497,FALSE,Rx,0,8,0,0,0,0,74,46,0,98
1000350,000001A0,FALSE,Rx,0,8,0,43,0,0,FE,FE,0,9B
1000351,000002A0,FALSE,Rx,0,8,0,0,0,6D,0,0,B0,DD
1000352,000004A0,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
1000353,520,FALSE,Rx,0,8,0A,2,1,C4,38,AB,89,2
1000354,678,FALSE,Rx,0,4,40,0,1,5,0,0,0,0
1000355,000000D0,FALSE,Rx,0,6,1B,DA,0,30,1,F0,0,0
1000356,000000C2,FALSE,Rx,0,8,0,80,0,0,80,70,7D,0F
1000357,000003D0,FALSE,Rx,0,6,0,81,0,0,0,79,0,0
1000358,368,FALSE,Rx,0,8,F9,8,8,FE,7,FE,FE,0
1000359,390,FALSE,Rx,0,8,3,0,51,0,40,0,0,0
